"TF","LD_ALL","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"STAT5B","1.14603803281575689","1.14603803281575689","1.14603803281575689","Activated","159","viper","159","1.14603803281575689",NA,NA,"4","ReMap--ChIP-seq(rank=11); ARCHS4--Coexpression(rank=605); GTEx--Coexpression(rank=608); Enrichr--Queries(rank=1157)","174","0.03704000000000000","ReMap ChIP-seq,0.03704"
"EGR1","1.11590785553276728","1.11590785553276728","1.11590785553276728","Activated","160","viper","160","1.11590785553276728",NA,NA,"6","ENCODE--ChIP-seq(rank=29); Literature--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=209); Enrichr--Queries(rank=688); ARCHS4--Coexpression(rank=1528); GTEx--Coexpression(rank=1584)","921","0.24579999999999999","ENCODE ChIP-seq,0.2458"
"CREB3","1.11189006275280855","1.11189006275280855","1.11189006275280855","Activated","161","viper","161","1.11189006275280855",NA,NA,"4","ReMap--ChIP-seq(rank=33); ARCHS4--Coexpression(rank=709); Enrichr--Queries(rank=969); GTEx--Coexpression(rank=1307)","495","0.11110000000000000","ReMap ChIP-seq,0.1111"
"SMAD1","1.10998263316000778","1.10998263316000778","1.10998263316000778","Activated","162","viper","162","1.10998263316000778",NA,NA,"5","Literature--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=136); Enrichr--Queries(rank=182); ARCHS4--Coexpression(rank=971); GTEx--Coexpression(rank=1100)","562","0.12959999999999999","Enrichr Queries,0.1296"
"SRF","1.10499702934840527","1.10499702934840527","1.10499702934840527","Activated","163","viper","163","1.10499702934840527",NA,NA,"6","ENCODE--ChIP-seq(rank=72); Literature--ChIP-seq(rank=147); ReMap--ChIP-seq(rank=266); Enrichr--Queries(rank=1064); ARCHS4--Coexpression(rank=1397); GTEx--Coexpression(rank=1559)","1496","0.61019999999999996","ENCODE ChIP-seq,0.6102"
"ELK4","1.10075703580692696","1.10075703580692696","1.10075703580692696","Activated","164","viper","164","1.10075703580692696",NA,NA,"5","ENCODE--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=163); Enrichr--Queries(rank=791); GTEx--Coexpression(rank=1329); ARCHS4--Coexpression(rank=1498)","1438","0.54879999999999995","ReMap ChIP-seq,0.5488"
"STAT4","1.09977912296499114","1.09977912296499114","1.09977912296499114","Activated","165","viper","165","1.09977912296499114",NA,NA,"4","Literature--ChIP-seq(rank=117); ARCHS4--Coexpression(rank=180); GTEx--Coexpression(rank=618); Enrichr--Queries(rank=1085)","493","0.11060000000000000","ARCHS4 Coexpression,0.1106"
"NR3C1","1.08983503007732341","1.08983503007732341","1.08983503007732341","Activated","166","viper","166","1.08983503007732341",NA,NA,"6","Enrichr--Queries(rank=47); ENCODE--ChIP-seq(rank=57); Literature--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=189); GTEx--Coexpression(rank=819); ARCHS4--Coexpression(rank=1140)","154","0.03348000000000000","Enrichr Queries,0.03348"
"HINFP","1.08703619790221628","1.08703619790221628","1.08703619790221628","Activated","167","viper","167","1.08703619790221628",NA,NA,"3","ReMap--ChIP-seq(rank=281); GTEx--Coexpression(rank=430); ARCHS4--Coexpression(rank=616)","967","0.26760000000000000","GTEx Coexpression,0.2676"
"NFKB1","1.07440276891121367","1.07440276891121367","1.07440276891121367","Activated","168","viper","168","1.07440276891121367",NA,NA,"4","ReMap--ChIP-seq(rank=144); Enrichr--Queries(rank=261); ARCHS4--Coexpression(rank=812); GTEx--Coexpression(rank=1289)","737","0.18590000000000001","Enrichr Queries,0.1859"
"MEF2B","1.07429555943755317","1.07429555943755317","1.07429555943755317","Activated","169","viper","169","1.07429555943755317",NA,NA,"4","ReMap--ChIP-seq(rank=238); Enrichr--Queries(rank=418); GTEx--Coexpression(rank=656); ARCHS4--Coexpression(rank=1117)","1046","0.29770000000000002","Enrichr Queries,0.2977"
"ARNT","1.06698816949276098","1.06698816949276098","1.06698816949276098","Activated","170","viper","170","1.06698816949276098",NA,NA,"5","Literature--ChIP-seq(rank=8); ARCHS4--Coexpression(rank=24); ReMap--ChIP-seq(rank=221); GTEx--Coexpression(rank=567); Enrichr--Queries(rank=1023)","68","0.01474000000000000","ARCHS4 Coexpression,0.01474"
"SPIB","1.05077686065412457","1.05077686065412457","1.05077686065412457","Activated","171","viper","171","1.05077686065412457",NA,NA,"4","ReMap--ChIP-seq(rank=66); Enrichr--Queries(rank=545); GTEx--Coexpression(rank=1333); ARCHS4--Coexpression(rank=1479)","854","0.22220000000000001","ReMap ChIP-seq,0.2222"
"FOXO1","1.04579564694191518","1.04579564694191518","1.04579564694191518","Activated","172","viper","172","1.04579564694191518",NA,NA,"5","ARCHS4--Coexpression(rank=42); Literature--ChIP-seq(rank=51); ReMap--ChIP-seq(rank=75); GTEx--Coexpression(rank=542); Enrichr--Queries(rank=672)","120","0.02580000000000000","ARCHS4 Coexpression,0.0258"
"BHLHE22","-1.03109951980715331","-1.03109951980715331","1.03109951980715331","Repressed","173","viper","173","1.03109951980715331",NA,NA,"3","ReMap--ChIP-seq(rank=31); ARCHS4--Coexpression(rank=47); GTEx--Coexpression(rank=528)","135","0.02887000000000000","ARCHS4 Coexpression,0.02887"
"PRDM1","1.02148819723634499","1.02148819723634499","1.02148819723634499","Activated","174","viper","174","1.02148819723634499",NA,NA,"5","ENCODE--ChIP-seq(rank=24); Enrichr--Queries(rank=53); ReMap--ChIP-seq(rank=69); ARCHS4--Coexpression(rank=409); GTEx--Coexpression(rank=1041)","177","0.03775000000000000","Enrichr Queries,0.03775"
"STAT5A","1.00121162769564775","1.00121162769564775","1.00121162769564775","Activated","175","viper","175","1.00121162769564775",NA,NA,"6","ReMap--ChIP-seq(rank=27); ENCODE--ChIP-seq(rank=41); Literature--ChIP-seq(rank=155); ARCHS4--Coexpression(rank=367); GTEx--Coexpression(rank=619); Enrichr--Queries(rank=768)","414","0.09091000000000000","ReMap ChIP-seq,0.09091"
"FOS","1.00019987357246687","1.00019987357246687","1.00019987357246687","Activated","176","viper","176","1.00019987357246687",NA,NA,"5","GTEx--Coexpression(rank=43); ENCODE--ChIP-seq(rank=56); Enrichr--Queries(rank=237); ReMap--ChIP-seq(rank=270); ARCHS4--Coexpression(rank=1449)","124","0.02676000000000000","GTEx Coexpression,0.02676"
"OTX2","0.99719171486693359","0.99719171486693359","0.99719171486693359","Activated","177","viper","177","0.99719171486693359",NA,NA,"4","ReMap--ChIP-seq(rank=248); GTEx--Coexpression(rank=283); ARCHS4--Coexpression(rank=1075); Enrichr--Queries(rank=1393)","710","0.17610000000000001","GTEx Coexpression,0.1761"
"HBP1","-0.98915561021362852","-0.98915561021362852","0.98915561021362852","Repressed","178","viper","178","0.98915561021362852",NA,NA,"4","ARCHS4--Coexpression(rank=147); ReMap--ChIP-seq(rank=226); Enrichr--Queries(rank=1025); GTEx--Coexpression(rank=1343)","410","0.09029000000000000","ARCHS4 Coexpression,0.09029"
"ETS1","0.97094978785216035","0.97094978785216035","0.97094978785216035","Activated","179","viper","179","0.97094978785216035",NA,NA,"6","ENCODE--ChIP-seq(rank=49); Literature--ChIP-seq(rank=153); ReMap--ChIP-seq(rank=186); ARCHS4--Coexpression(rank=295); Enrichr--Queries(rank=434); GTEx--Coexpression(rank=798)","725","0.18120000000000000","ARCHS4 Coexpression,0.1812"
"ZNF740","0.96074638559357628","0.96074638559357628","0.96074638559357628","Activated","180","viper","180","0.96074638559357628",NA,NA,"4","ReMap--ChIP-seq(rank=160); GTEx--Coexpression(rank=369); ARCHS4--Coexpression(rank=1066); Enrichr--Queries(rank=1107)","872","0.22960000000000000","GTEx Coexpression,0.2296"
"NCOA3","0.95135300496441444","0.95135300496441444","0.95135300496441444","Activated","181","viper","181","0.95135300496441444",NA,NA,"4","Enrichr--Queries(rank=40); ARCHS4--Coexpression(rank=277); ReMap--ChIP-seq(rank=285); GTEx--Coexpression(rank=1149)","133","0.02849000000000000","Enrichr Queries,0.02849"
"TCF4","0.94969640463120386","0.94969640463120386","0.94969640463120386","Activated","182","viper","182","0.94969640463120386",NA,NA,"5","ReMap--ChIP-seq(rank=14); Literature--ChIP-seq(rank=50); Enrichr--Queries(rank=65); ARCHS4--Coexpression(rank=243); GTEx--Coexpression(rank=459)","219","0.04630000000000000","Enrichr Queries,0.0463"
"NFYB","-0.93373970830741404","-0.93373970830741404","0.93373970830741404","Repressed","183","viper","183","0.93373970830741404",NA,NA,"5","ENCODE--ChIP-seq(rank=65); Enrichr--Queries(rank=82); ReMap--ChIP-seq(rank=95); ARCHS4--Coexpression(rank=268); GTEx--Coexpression(rank=1588)","270","0.05840000000000000","Enrichr Queries,0.0584"
"EPAS1","0.91221929812230396","0.91221929812230396","0.91221929812230396","Activated","184","viper","184","0.91221929812230396",NA,NA,"4","ARCHS4--Coexpression(rank=44); Enrichr--Queries(rank=170); ReMap--ChIP-seq(rank=175); GTEx--Coexpression(rank=1021)","126","0.02703000000000000","ARCHS4 Coexpression,0.02703"
"IRF1","0.91197131301656076","0.91197131301656076","0.91197131301656076","Activated","185","viper","185","0.91197131301656076",NA,NA,"6","ReMap--ChIP-seq(rank=21); ENCODE--ChIP-seq(rank=59); Literature--ChIP-seq(rank=99); Enrichr--Queries(rank=123); GTEx--Coexpression(rank=253); ARCHS4--Coexpression(rank=352)","331","0.07071000000000000","ReMap ChIP-seq,0.07071"
"AHR","0.90449480148575445","0.90449480148575445","0.90449480148575445","Activated","186","viper","186","0.90449480148575445",NA,NA,"5","Literature--ChIP-seq(rank=17); Enrichr--Queries(rank=68); GTEx--Coexpression(rank=71); ReMap--ChIP-seq(rank=286); ARCHS4--Coexpression(rank=1207)","209","0.04418000000000000","GTEx Coexpression,0.04418"
"HOXA9","0.84004106947958834","0.84004106947958834","0.84004106947958834","Activated","187","viper","187","0.84004106947958834",NA,NA,"4","GTEx--Coexpression(rank=28); ARCHS4--Coexpression(rank=85); ReMap--ChIP-seq(rank=268); Enrichr--Queries(rank=581)","82","0.01742000000000000","GTEx Coexpression,0.01742"
"TGIF2","-0.81989401990914645","-0.81989401990914645","0.81989401990914645","Repressed","188","viper","188","0.81989401990914645",NA,NA,"4","ARCHS4--Coexpression(rank=70); ReMap--ChIP-seq(rank=134); Enrichr--Queries(rank=920); GTEx--Coexpression(rank=1111)","204","0.04300000000000000","ARCHS4 Coexpression,0.043"
"FLI1","-0.80941558484097931","-0.80941558484097931","0.80941558484097931","Repressed","189","viper","189","0.80941558484097931",NA,NA,"6","ReMap--ChIP-seq(rank=12); Literature--ChIP-seq(rank=49); ENCODE--ChIP-seq(rank=116); GTEx--Coexpression(rank=177); Enrichr--Queries(rank=358); ARCHS4--Coexpression(rank=644)","189","0.04040000000000000","ReMap ChIP-seq,0.0404"
"CEBPA","0.80396673568247889","0.80396673568247889","0.80396673568247889","Activated","190","viper","190","0.80396673568247889",NA,NA,"5","Literature--ChIP-seq(rank=62); ReMap--ChIP-seq(rank=82); GTEx--Coexpression(rank=119); Enrichr--Queries(rank=767); ARCHS4--Coexpression(rank=1514)","346","0.07405000000000000","GTEx Coexpression,0.07405"
"E2F7","-0.80129655750129525","-0.80129655750129525","0.80129655750129525","Repressed","191","viper","191","0.80129655750129525",NA,NA,"5","ReMap--ChIP-seq(rank=35); Literature--ChIP-seq(rank=64); ARCHS4--Coexpression(rank=250); Enrichr--Queries(rank=1034); GTEx--Coexpression(rank=1163)","520","0.11780000000000000","ReMap ChIP-seq,0.1178"
"RFX1","0.79626520492107089","0.79626520492107089","0.79626520492107089","Activated","192","viper","192","0.79626520492107089",NA,NA,"4","ReMap--ChIP-seq(rank=178); GTEx--Coexpression(rank=415); ARCHS4--Coexpression(rank=1150); Enrichr--Queries(rank=1367)","941","0.25819999999999999","GTEx Coexpression,0.2582"
"IRF9","0.78544324533381471","0.78544324533381471","0.78544324533381471","Activated","193","viper","193","0.78544324533381471",NA,NA,"4","ReMap--ChIP-seq(rank=64); Enrichr--Queries(rank=311); ARCHS4--Coexpression(rank=324); GTEx--Coexpression(rank=439)","786","0.19900000000000001","ARCHS4 Coexpression,0.199"
"NR1H2","0.78115389613834485","0.78115389613834485","0.78115389613834485","Activated","194","viper","194","0.78115389613834485",NA,NA,"4","ReMap--ChIP-seq(rank=111); ARCHS4--Coexpression(rank=503); GTEx--Coexpression(rank=921); Enrichr--Queries(rank=1339)","1071","0.30900000000000000","ARCHS4 Coexpression,0.309"
"KLF3","-0.76472110542090077","-0.76472110542090077","0.76472110542090077","Repressed","195","viper","195","0.76472110542090077",NA,NA,"4","GTEx--Coexpression(rank=117); ReMap--ChIP-seq(rank=211); ARCHS4--Coexpression(rank=263); Enrichr--Queries(rank=822)","340","0.07281000000000000","GTEx Coexpression,0.07281"
"CDX2","0.74058972044293125","0.74058972044293125","0.74058972044293125","Activated","196","viper","196","0.74058972044293125",NA,NA,"5","Literature--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=233); ARCHS4--Coexpression(rank=759); Enrichr--Queries(rank=917); GTEx--Coexpression(rank=970)","514","0.11590000000000000","Literature ChIP-seq,0.1159"
"HSF1","0.73667920771502204","0.73667920771502204","0.73667920771502204","Activated","197","viper","197","0.73667920771502204",NA,NA,"5","ENCODE--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=79); Literature--ChIP-seq(rank=80); GTEx--Coexpression(rank=1214); ARCHS4--Coexpression(rank=1546)","964","0.26600000000000001","ReMap ChIP-seq,0.266"
"FOSL1","-0.73387652794407499","-0.73387652794407499","0.73387652794407499","Repressed","198","viper","198","0.73387652794407499",NA,NA,"5","ENCODE--ChIP-seq(rank=20); GTEx--Coexpression(rank=180); ARCHS4--Coexpression(rank=254); ReMap--ChIP-seq(rank=273); Enrichr--Queries(rank=736)","500","0.11200000000000000","GTEx Coexpression,0.112"
"RELA","0.72252589903025011","0.72252589903025011","0.72252589903025011","Activated","199","viper","199","0.72252589903025011",NA,NA,"6","Literature--ChIP-seq(rank=24); ENCODE--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=190); GTEx--Coexpression(rank=629); Enrichr--Queries(rank=803); ARCHS4--Coexpression(rank=1453)","622","0.14630000000000001","Literature ChIP-seq,0.1463"
"FOXO4","0.72008661059828616","0.72008661059828616","0.72008661059828616","Activated","200","viper","200","0.72008661059828616",NA,NA,"3","ARCHS4--Coexpression(rank=112); Enrichr--Queries(rank=663); GTEx--Coexpression(rank=1532)","321","0.06880000000000000","ARCHS4 Coexpression,0.0688"
"JUND","0.71767704250852615","0.71767704250852615","0.71767704250852615","Activated","201","viper","201","0.71767704250852615",NA,NA,"6","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=9); Literature--ChIP-seq(rank=42); Enrichr--Queries(rank=383); ARCHS4--Coexpression(rank=1004); GTEx--Coexpression(rank=1494)","38","0.00847500000000000","ENCODE ChIP-seq,0.008475"
"STAT6","-0.71549015187911658","-0.71549015187911658","0.71549015187911658","Repressed","202","viper","202","0.71549015187911658",NA,NA,"4","Literature--ChIP-seq(rank=119); ARCHS4--Coexpression(rank=642); Enrichr--Queries(rank=1094); GTEx--Coexpression(rank=1205)","1241","0.39429999999999998","ARCHS4 Coexpression,0.3943"
"STAT3","0.71544502000111176","0.71544502000111176","0.71544502000111176","Activated","203","viper","203","0.71544502000111176",NA,NA,"6","Literature--ChIP-seq(rank=15); ENCODE--ChIP-seq(rank=39); ReMap--ChIP-seq(rank=151); ARCHS4--Coexpression(rank=174); Enrichr--Queries(rank=369); GTEx--Coexpression(rank=615)","415","0.09146000000000000","Literature ChIP-seq,0.09146"
"CREB1","0.70908152625742760","0.70908152625742760","0.70908152625742760","Activated","204","viper","204","0.70908152625742760",NA,NA,"6","ENCODE--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=104); Literature--ChIP-seq(rank=109); Enrichr--Queries(rank=227); ARCHS4--Coexpression(rank=891); GTEx--Coexpression(rank=1535)","668","0.16170000000000001","Enrichr Queries,0.1617"
"FOSL2","0.67243284627524968","0.67243284627524968","0.67243284627524968","Activated","205","viper","205","0.67243284627524968",NA,NA,"5","ENCODE--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=135); Enrichr--Queries(rank=776); GTEx--Coexpression(rank=1164); ARCHS4--Coexpression(rank=1333)","552","0.12709999999999999","ENCODE ChIP-seq,0.1271"
"SP4","0.64750964181429571","0.64750964181429571","0.64750964181429571","Activated","206","viper","206","0.64750964181429571",NA,NA,"5","ReMap--ChIP-seq(rank=26); ENCODE--ChIP-seq(rank=105); Enrichr--Queries(rank=771); ARCHS4--Coexpression(rank=1097); GTEx--Coexpression(rank=1308)","399","0.08754000000000001","ReMap ChIP-seq,0.08754"
"AR","-0.64650179076105296","-0.64650179076105296","0.64650179076105296","Repressed","207","viper","207","0.64650179076105296",NA,NA,"5","Literature--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=121); ARCHS4--Coexpression(rank=203); Enrichr--Queries(rank=582); GTEx--Coexpression(rank=726)","312","0.06707000000000000","Literature ChIP-seq,0.06707"
"RXRA","0.64192509691467858","0.64192509691467858","0.64192509691467858","Activated","208","viper","208","0.64192509691467858",NA,NA,"6","ENCODE--ChIP-seq(rank=93); Literature--ChIP-seq(rank=125); ReMap--ChIP-seq(rank=127); Enrichr--Queries(rank=284); GTEx--Coexpression(rank=393); ARCHS4--Coexpression(rank=661)","792","0.20230000000000001","Enrichr Queries,0.2023"
"JUN","0.63973062632985445","0.63973062632985445","0.63973062632985445","Activated","209","viper","209","0.63973062632985445",NA,NA,"6","ENCODE--ChIP-seq(rank=4); Literature--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=193); GTEx--Coexpression(rank=346); ARCHS4--Coexpression(rank=487); Enrichr--Queries(rank=661)","158","0.03390000000000000","ENCODE ChIP-seq,0.0339"
"LHX2","-0.62789275462974126","-0.62789275462974126","0.62789275462974126","Repressed","210","viper","210","0.62789275462974126",NA,NA,"4","ReMap--ChIP-seq(rank=251); ARCHS4--Coexpression(rank=269); GTEx--Coexpression(rank=324); Enrichr--Queries(rank=335)","676","0.16520000000000001","ARCHS4 Coexpression,0.1652"
"ZFX","-0.59190243661785658","-0.59190243661785658","0.59190243661785658","Repressed","211","viper","211","0.59190243661785658",NA,NA,"5","ReMap--ChIP-seq(rank=117); Literature--ChIP-seq(rank=146); ARCHS4--Coexpression(rank=851); GTEx--Coexpression(rank=1051); Enrichr--Queries(rank=1162)","1240","0.39389999999999997","ReMap ChIP-seq,0.3939"
"NFIC","-0.59170560932252680","-0.59170560932252680","0.59170560932252680","Repressed","212","viper","212","0.59170560932252680",NA,NA,"5","ENCODE--ChIP-seq(rank=69); ARCHS4--Coexpression(rank=194); ReMap--ChIP-seq(rank=212); Enrichr--Queries(rank=364); GTEx--Coexpression(rank=841)","526","0.11920000000000000","ARCHS4 Coexpression,0.1192"
"ETV4","-0.57068366053371455","-0.57068366053371455","0.57068366053371455","Repressed","213","viper","213","0.57068366053371455",NA,NA,"4","ReMap--ChIP-seq(rank=86); GTEx--Coexpression(rank=476); Enrichr--Queries(rank=724); ARCHS4--Coexpression(rank=1107)","1023","0.28960000000000002","ReMap ChIP-seq,0.2896"
"WT1","0.56805429080234260","0.56805429080234260","0.56805429080234260","Activated","214","viper","214","0.56805429080234260",NA,NA,"4","Literature--ChIP-seq(rank=31); GTEx--Coexpression(rank=96); Enrichr--Queries(rank=398); ARCHS4--Coexpression(rank=591)","277","0.05974000000000000","GTEx Coexpression,0.05974"
"USF2","0.55611058555726323","0.55611058555726323","0.55611058555726323","Activated","215","viper","215","0.55611058555726323",NA,NA,"5","ENCODE--ChIP-seq(rank=42); ReMap--ChIP-seq(rank=47); GTEx--Coexpression(rank=313); Enrichr--Queries(rank=741); ARCHS4--Coexpression(rank=1005)","656","0.15820000000000001","ReMap ChIP-seq,0.1582"
"RELB","0.54112555287217867","0.54112555287217867","0.54112555287217867","Activated","216","viper","216","0.54112555287217867",NA,NA,"4","ARCHS4--Coexpression(rank=151); Enrichr--Queries(rank=231); GTEx--Coexpression(rank=291); ReMap--ChIP-seq(rank=291)","420","0.09275000000000001","ARCHS4 Coexpression,0.09275"
"KMT2A","0.54082956701581431","0.54082956701581431","0.54082956701581431","Activated","217","viper","217","0.54082956701581431",NA,NA,"3","ReMap--ChIP-seq(rank=78); GTEx--Coexpression(rank=840); ARCHS4--Coexpression(rank=1262)","952","0.26260000000000000","ReMap ChIP-seq,0.2626"
"TCF3","0.52093648876458087","0.52093648876458087","0.52093648876458087","Activated","218","viper","218","0.52093648876458087",NA,NA,"6","Literature--ChIP-seq(rank=35); ENCODE--ChIP-seq(rank=74); Enrichr--Queries(rank=195); ReMap--ChIP-seq(rank=207); GTEx--Coexpression(rank=263); ARCHS4--Coexpression(rank=1214)","593","0.13890000000000000","Enrichr Queries,0.1389"
"BACH1","-0.51325948206317562","-0.51325948206317562","0.51325948206317562","Repressed","219","viper","219","0.51325948206317562",NA,NA,"6","Literature--ChIP-seq(rank=60); ENCODE--ChIP-seq(rank=89); ReMap--ChIP-seq(rank=96); Enrichr--Queries(rank=395); ARCHS4--Coexpression(rank=592); GTEx--Coexpression(rank=755)","1001","0.28129999999999999","Enrichr Queries,0.2813"
"ATF6","0.51276941945856258","0.51276941945856258","0.51276941945856258","Activated","220","viper","220","0.51276941945856258",NA,NA,"3","GTEx--Coexpression(rank=519); ARCHS4--Coexpression(rank=675); Enrichr--Queries(rank=1178)","1108","0.32300000000000001","GTEx Coexpression,0.323"
"ZNF274","-0.49900351290267470","-0.49900351290267470","0.49900351290267470","Repressed","221","viper","221","0.49900351290267470",NA,NA,"6","ReMap--ChIP-seq(rank=36); ENCODE--ChIP-seq(rank=95); Literature--ChIP-seq(rank=134); Enrichr--Queries(rank=1124); GTEx--Coexpression(rank=1377); ARCHS4--Coexpression(rank=1389)","533","0.12120000000000000","ReMap ChIP-seq,0.1212"
"ATF2","-0.49262129112191311","-0.49262129112191311","0.49262129112191311","Repressed","222","viper","222","0.49262129112191311",NA,NA,"5","ENCODE--ChIP-seq(rank=113); ReMap--ChIP-seq(rank=229); Enrichr--Queries(rank=839); GTEx--Coexpression(rank=1004); ARCHS4--Coexpression(rank=1007)","1487","0.59760000000000002","Enrichr Queries,0.5976"
"GLI2","0.47809228612207849","0.47809228612207849","0.47809228612207849","Activated","223","viper","223","0.47809228612207849",NA,NA,"3","ARCHS4--Coexpression(rank=62); Enrichr--Queries(rank=131); GTEx--Coexpression(rank=344)","179","0.03808000000000000","ARCHS4 Coexpression,0.03808"
"RARA","0.47732399706727352","0.47732399706727352","0.47732399706727352","Activated","224","viper","224","0.47732399706727352",NA,NA,"5","ReMap--ChIP-seq(rank=7); Literature--ChIP-seq(rank=73); GTEx--Coexpression(rank=243); Enrichr--Queries(rank=690); ARCHS4--Coexpression(rank=719)","109","0.02357000000000000","ReMap ChIP-seq,0.02357"
"SREBF1","0.46966536020111394","0.46966536020111394","0.46966536020111394","Activated","225","viper","225","0.46966536020111394",NA,NA,"6","GTEx--Coexpression(rank=37); ENCODE--ChIP-seq(rank=53); ReMap--ChIP-seq(rank=130); Literature--ChIP-seq(rank=140); Enrichr--Queries(rank=782); ARCHS4--Coexpression(rank=1281)","106","0.02302000000000000","GTEx Coexpression,0.02302"
"RFX5","-0.46875245628182793","-0.46875245628182793","0.46875245628182793","Repressed","226","viper","226","0.46875245628182793",NA,NA,"5","ENCODE--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=100); Enrichr--Queries(rank=296); GTEx--Coexpression(rank=1318); ARCHS4--Coexpression(rank=1407)","317","0.06780000000000000","ENCODE ChIP-seq,0.0678"
"ELK1","0.46216214684093954","0.46216214684093954","0.46216214684093954","Activated","227","viper","227","0.46216214684093954",NA,NA,"5","ENCODE--ChIP-seq(rank=81); Literature--ChIP-seq(rank=136); ReMap--ChIP-seq(rank=288); GTEx--Coexpression(rank=530); ARCHS4--Coexpression(rank=1550)","1121","0.32979999999999998","GTEx Coexpression,0.3298"
"TWIST1","-0.45883380840291343","-0.45883380840291343","0.45883380840291343","Repressed","228","viper","228","0.45883380840291343",NA,NA,"4","GTEx--Coexpression(rank=33); ARCHS4--Coexpression(rank=35); Enrichr--Queries(rank=67); ReMap--ChIP-seq(rank=159)","98","0.02054000000000000","GTEx Coexpression,0.02054"
"SOX10","-0.44838915390763118","-0.44838915390763118","0.44838915390763118","Repressed","229","viper","229","0.44838915390763118",NA,NA,"4","GTEx--Coexpression(rank=80); ReMap--ChIP-seq(rank=278); ARCHS4--Coexpression(rank=478); Enrichr--Queries(rank=1381)","231","0.04978000000000000","GTEx Coexpression,0.04978"
"SREBF2","-0.41683983436961247","-0.41683983436961247","0.41683983436961247","Repressed","230","viper","230","0.41683983436961247",NA,NA,"6","ReMap--ChIP-seq(rank=37); ENCODE--ChIP-seq(rank=99); Literature--ChIP-seq(rank=124); GTEx--Coexpression(rank=210); Enrichr--Queries(rank=808); ARCHS4--Coexpression(rank=1559)","543","0.12460000000000000","ReMap ChIP-seq,0.1246"
"GATA1","0.40295303471269206","0.40295303471269206","0.40295303471269206","Activated","231","viper","231","0.40295303471269206",NA,NA,"6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=188); GTEx--Coexpression(rank=580); ARCHS4--Coexpression(rank=701); Enrichr--Queries(rank=1188)","86","0.01829000000000000","Literature ChIP-seq,0.01829"
"HNF1B","0.38258697616064757","0.38258697616064757","0.38258697616064757","Activated","232","viper","232","0.38258697616064757",NA,NA,"3","ARCHS4--Coexpression(rank=64); ReMap--ChIP-seq(rank=262); Enrichr--Queries(rank=592)","185","0.03931000000000000","ARCHS4 Coexpression,0.03931"
"CREB3L1","0.37387448113460342","0.37387448113460342","0.37387448113460342","Activated","233","viper","233","0.37387448113460342",NA,NA,"4","ARCHS4--Coexpression(rank=4); Enrichr--Queries(rank=6); ReMap--ChIP-seq(rank=208); GTEx--Coexpression(rank=1370)","10","0.00245700000000000","ARCHS4 Coexpression,0.002457"
"GATA3","0.36902965668221754","0.36902965668221754","0.36902965668221754","Activated","234","viper","234","0.36902965668221754",NA,NA,"6","ENCODE--ChIP-seq(rank=5); GTEx--Coexpression(rank=7); Literature--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=83); Enrichr--Queries(rank=165); ARCHS4--Coexpression(rank=720)","20","0.00435600000000000","GTEx Coexpression,0.004356"
"HIF1A","-0.34788108921980432","-0.34788108921980432","0.34788108921980432","Repressed","235","viper","235","0.34788108921980432",NA,NA,"5","Enrichr--Queries(rank=16); GTEx--Coexpression(rank=16); Literature--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=179); ARCHS4--Coexpression(rank=249)","45","0.00995600000000000","GTEx Coexpression,0.009956"
"RUNX3","0.34286736579456800","0.34286736579456800","0.34286736579456800","Activated","236","viper","236","0.34286736579456800",NA,NA,"5","ReMap--ChIP-seq(rank=113); ENCODE--ChIP-seq(rank=114); Enrichr--Queries(rank=303); GTEx--Coexpression(rank=623); ARCHS4--Coexpression(rank=790)","835","0.21579999999999999","Enrichr Queries,0.2158"
"PAX6","0.32879189711602386","0.32879189711602386","0.32879189711602386","Activated","237","viper","237","0.32879189711602386",NA,NA,"5","Literature--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=63); GTEx--Coexpression(rank=285); Enrichr--Queries(rank=602); ARCHS4--Coexpression(rank=1334)","675","0.16460000000000000","Literature ChIP-seq,0.1646"
