"TF","MD_HCT116","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"PBX3","1.873653609240291340","1.873653609240291340","1.873653609240291340","Activated","79","viper","79","1.873653609240291340",NA,NA,"5","ENCODE--ChIP-seq(rank=85); ReMap--ChIP-seq(rank=122); Enrichr--Queries(rank=140); GTEx--Coexpression(rank=262); ARCHS4--Coexpression(rank=435)","371","0.09972000000000000","Enrichr Queries,0.09972"
"SNAI2","-1.853588335891612981","-1.853588335891612981","1.853588335891612981","Repressed","80","viper","80","1.853588335891612981",NA,NA,"4","ReMap--ChIP-seq(rank=26); ARCHS4--Coexpression(rank=29); Enrichr--Queries(rank=71); GTEx--Coexpression(rank=422)","77","0.01781000000000000","ARCHS4 Coexpression,0.01781"
"SOX13","1.842748368780215973","1.842748368780215973","1.842748368780215973","Activated","81","viper","81","1.842748368780215973",NA,NA,"4","Enrichr--Queries(rank=74); ReMap--ChIP-seq(rank=148); ARCHS4--Coexpression(rank=210); GTEx--Coexpression(rank=229)","212","0.05271000000000000","Enrichr Queries,0.05271"
"E2F2","-1.829667475123012865","-1.829667475123012865","1.829667475123012865","Repressed","82","viper","82","1.829667475123012865",NA,NA,"3","Enrichr--Queries(rank=684); ARCHS4--Coexpression(rank=795); GTEx--Coexpression(rank=1204)","1212","0.48720000000000002","Enrichr Queries,0.4872"
"IRF3","1.810711087238795480","1.810711087238795480","1.810711087238795480","Activated","83","viper","83","1.810711087238795480",NA,NA,"5","ENCODE--ChIP-seq(rank=74); ReMap--ChIP-seq(rank=273); ARCHS4--Coexpression(rank=830); GTEx--Coexpression(rank=926); Enrichr--Queries(rank=1192)","1251","0.50980000000000003","ARCHS4 Coexpression,0.5098"
"FOXP1","-1.810106582404996889","-1.810106582404996889","1.810106582404996889","Repressed","84","viper","84","1.810106582404996889",NA,NA,"5","Literature--ChIP-seq(rank=99); GTEx--Coexpression(rank=275); ReMap--ChIP-seq(rank=277); Enrichr--Queries(rank=597); ARCHS4--Coexpression(rank=820)","578","0.17110000000000000","GTEx Coexpression,0.1711"
"RUNX2","1.795823559280533166","1.795823559280533166","1.795823559280533166","Activated","85","viper","85","1.795823559280533166",NA,NA,"5","Enrichr--Queries(rank=26); ReMap--ChIP-seq(rank=62); Literature--ChIP-seq(rank=76); ARCHS4--Coexpression(rank=644); GTEx--Coexpression(rank=880)","81","0.01852000000000000","Enrichr Queries,0.01852"
"IRF2","1.779164108375358655","1.779164108375358655","1.779164108375358655","Activated","86","viper","86","1.779164108375358655",NA,NA,"4","ReMap--ChIP-seq(rank=189); ARCHS4--Coexpression(rank=590); Enrichr--Queries(rank=681); GTEx--Coexpression(rank=913)","1000","0.36240000000000000","ARCHS4 Coexpression,0.3624"
"STAT5A","1.760806476598036685","1.760806476598036685","1.760806476598036685","Activated","87","viper","87","1.760806476598036685",NA,NA,"6","Literature--ChIP-seq(rank=54); ENCODE--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=240); Enrichr--Queries(rank=309); ARCHS4--Coexpression(rank=448); GTEx--Coexpression(rank=769)","700","0.22009999999999999","Enrichr Queries,0.2201"
"HHEX","-1.757955686842965770","-1.757955686842965770","1.757955686842965770","Repressed","88","viper","88","1.757955686842965770",NA,NA,"4","ReMap--ChIP-seq(rank=87); GTEx--Coexpression(rank=301); Enrichr--Queries(rank=307); ARCHS4--Coexpression(rank=508)","619","0.18729999999999999","GTEx Coexpression,0.1873"
"ARNTL","1.749820862211114436","1.749820862211114436","1.749820862211114436","Activated","89","viper","89","1.749820862211114436",NA,NA,"4","Enrichr--Queries(rank=83); ReMap--ChIP-seq(rank=171); ARCHS4--Coexpression(rank=602); GTEx--Coexpression(rank=1408)","239","0.05912000000000000","Enrichr Queries,0.05912"
"FOXA2","-1.729002931596697934","-1.729002931596697934","1.729002931596697934","Repressed","90","viper","90","1.729002931596697934",NA,NA,"6","Literature--ChIP-seq(rank=11); ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=131); Enrichr--Queries(rank=158); ARCHS4--Coexpression(rank=275); GTEx--Coexpression(rank=748)","261","0.06707000000000000","Literature ChIP-seq,0.06707"
"TBP","1.719233133043980732","1.719233133043980732","1.719233133043980732","Activated","91","viper","91","1.719233133043980732",NA,NA,"5","ENCODE--ChIP-seq(rank=53); Literature--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=132); GTEx--Coexpression(rank=906); ARCHS4--Coexpression(rank=1146)","1143","0.44440000000000002","ReMap ChIP-seq,0.4444"
"BACH1","1.718978443750680984","1.718978443750680984","1.718978443750680984","Activated","92","viper","92","1.718978443750680984",NA,NA,"6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=178); Enrichr--Queries(rank=445); ARCHS4--Coexpression(rank=555); GTEx--Coexpression(rank=1296)","79","0.01829000000000000","Literature ChIP-seq,0.01829"
"ZBTB11","-1.695014867292336191","-1.695014867292336191","1.695014867292336191","Repressed","93","viper","93","1.695014867292336191",NA,NA,"4","ReMap--ChIP-seq(rank=236); ARCHS4--Coexpression(rank=1330); Enrichr--Queries(rank=1389); GTEx--Coexpression(rank=1550)","1572","0.79459999999999997","ReMap ChIP-seq,0.7946"
"SP1","-1.672211135508143043","-1.672211135508143043","1.672211135508143043","Repressed","94","viper","94","1.672211135508143043",NA,NA,"5","ENCODE--ChIP-seq(rank=50); ReMap--ChIP-seq(rank=91); GTEx--Coexpression(rank=445); Enrichr--Queries(rank=1220); ARCHS4--Coexpression(rank=1553)","840","0.27689999999999998","GTEx Coexpression,0.2769"
"MITF","-1.655641920979864068","-1.655641920979864068","1.655641920979864068","Repressed","95","viper","95","1.655641920979864068",NA,NA,"5","Literature--ChIP-seq(rank=30); Enrichr--Queries(rank=82); ReMap--ChIP-seq(rank=252); ARCHS4--Coexpression(rank=351); GTEx--Coexpression(rank=448)","235","0.05840000000000000","Enrichr Queries,0.0584"
"CTCF","1.623799291455654492","1.623799291455654492","1.623799291455654492","Activated","96","viper","96","1.623799291455654492",NA,NA,"6","ENCODE--ChIP-seq(rank=5); Literature--ChIP-seq(rank=49); ReMap--ChIP-seq(rank=65); ARCHS4--Coexpression(rank=741); Enrichr--Queries(rank=1365); GTEx--Coexpression(rank=1579)","180","0.04237000000000000","ENCODE ChIP-seq,0.04237"
"HMBOX1","1.600668821762673666","1.600668821762673666","1.600668821762673666","Activated","97","viper","97","1.600668821762673666",NA,NA,"4","ReMap--ChIP-seq(rank=210); ARCHS4--Coexpression(rank=900); GTEx--Coexpression(rank=943); Enrichr--Queries(rank=1099)","1324","0.55279999999999996","ARCHS4 Coexpression,0.5528"
"MYBL2","-1.584849636333487632","-1.584849636333487632","1.584849636333487632","Repressed","98","viper","98","1.584849636333487632",NA,NA,"6","ENCODE--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=105); Literature--ChIP-seq(rank=131); GTEx--Coexpression(rank=501); Enrichr--Queries(rank=915); ARCHS4--Coexpression(rank=1132)","915","0.31180000000000002","GTEx Coexpression,0.3118"
"MAFF","1.580022726892583940","1.580022726892583940","1.580022726892583940","Activated","99","viper","99","1.580022726892583940",NA,NA,"5","Enrichr--Queries(rank=58); ENCODE--ChIP-seq(rank=107); ReMap--ChIP-seq(rank=134); ARCHS4--Coexpression(rank=413); GTEx--Coexpression(rank=724)","176","0.04131000000000000","Enrichr Queries,0.04131"
"SMAD3","1.579260288023859538","1.579260288023859538","1.579260288023859538","Activated","100","viper","100","1.579260288023859538",NA,NA,"5","Literature--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=27); Enrichr--Queries(rank=98); GTEx--Coexpression(rank=268); ARCHS4--Coexpression(rank=461)","272","0.06980000000000000","Enrichr Queries,0.0698"
"ETS1","1.573506310334569003","1.573506310334569003","1.573506310334569003","Activated","101","viper","101","1.573506310334569003",NA,NA,"6","ENCODE--ChIP-seq(rank=31); Enrichr--Queries(rank=150); ReMap--ChIP-seq(rank=160); Literature--ChIP-seq(rank=164); ARCHS4--Coexpression(rank=358); GTEx--Coexpression(rank=671)","391","0.10680000000000001","Enrichr Queries,0.1068"
"FOXP2","-1.546394375055036408","-1.546394375055036408","1.546394375055036408","Repressed","102","viper","102","1.546394375055036408",NA,NA,"6","ReMap--ChIP-seq(rank=29); GTEx--Coexpression(rank=52); ENCODE--ChIP-seq(rank=81); Literature--ChIP-seq(rank=117); Enrichr--Queries(rank=525); ARCHS4--Coexpression(rank=1117)","136","0.03236000000000000","GTEx Coexpression,0.03236"
"REL","1.534657542795658580","1.534657542795658580","1.534657542795658580","Activated","103","viper","103","1.534657542795658580",NA,NA,"3","Enrichr--Queries(rank=434); ARCHS4--Coexpression(rank=1033); GTEx--Coexpression(rank=1195)","909","0.30909999999999999","Enrichr Queries,0.3091"
"FOXA1","-1.503915435337371820","-1.503915435337371820","1.503915435337371820","Repressed","104","viper","104","1.503915435337371820",NA,NA,"6","ENCODE--ChIP-seq(rank=40); ARCHS4--Coexpression(rank=53); Literature--ChIP-seq(rank=96); Enrichr--Queries(rank=110); ReMap--ChIP-seq(rank=187); GTEx--Coexpression(rank=493)","137","0.03256000000000000","ARCHS4 Coexpression,0.03256"
"ELK4","-1.482904314676726010","-1.482904314676726010","1.482904314676726010","Repressed","105","viper","105","1.482904314676726010",NA,NA,"5","ENCODE--ChIP-seq(rank=114); ReMap--ChIP-seq(rank=194); GTEx--Coexpression(rank=908); ARCHS4--Coexpression(rank=1169); Enrichr--Queries(rank=1252)","1340","0.56499999999999995","GTEx Coexpression,0.565"
"GFI1B","1.478225463728711109","1.478225463728711109","1.478225463728711109","Activated","106","viper","106","1.478225463728711109",NA,NA,"5","ReMap--ChIP-seq(rank=102); Literature--ChIP-seq(rank=143); ARCHS4--Coexpression(rank=414); Enrichr--Queries(rank=649); GTEx--Coexpression(rank=958)","791","0.25430000000000003","ARCHS4 Coexpression,0.2543"
"ZNF24","-1.477690360779133405","-1.477690360779133405","1.477690360779133405","Repressed","107","viper","107","1.477690360779133405",NA,NA,"4","ReMap--ChIP-seq(rank=174); GTEx--Coexpression(rank=1069); Enrichr--Queries(rank=1129); ARCHS4--Coexpression(rank=1395)","1370","0.58589999999999998","ReMap ChIP-seq,0.5859"
"EPAS1","1.473645160881123406","1.473645160881123406","1.473645160881123406","Activated","108","viper","108","1.473645160881123406",NA,NA,"4","ARCHS4--Coexpression(rank=58); Enrichr--Queries(rank=72); ReMap--ChIP-seq(rank=205); GTEx--Coexpression(rank=699)","151","0.03563000000000000","ARCHS4 Coexpression,0.03563"
"GATA3","1.468060949565427542","1.468060949565427542","1.468060949565427542","Activated","109","viper","109","1.468060949565427542",NA,NA,"6","ENCODE--ChIP-seq(rank=7); Enrichr--Queries(rank=48); Literature--ChIP-seq(rank=50); ARCHS4--Coexpression(rank=79); ReMap--ChIP-seq(rank=117); GTEx--Coexpression(rank=449)","144","0.03419000000000000","Enrichr Queries,0.03419"
"CUX1","1.465580924370342375","1.465580924370342375","1.465580924370342375","Activated","110","viper","110","1.465580924370342375",NA,NA,"6","Literature--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=88); ENCODE--ChIP-seq(rank=90); GTEx--Coexpression(rank=241); Enrichr--Queries(rank=912); ARCHS4--Coexpression(rank=1337)","521","0.14999999999999999","GTEx Coexpression,0.15"
"VDR","-1.464549170309773718","-1.464549170309773718","1.464549170309773718","Repressed","111","viper","111","1.464549170309773718",NA,NA,"5","Enrichr--Queries(rank=43); ReMap--ChIP-seq(rank=66); Literature--ChIP-seq(rank=85); GTEx--Coexpression(rank=147); ARCHS4--Coexpression(rank=235)","132","0.03063000000000000","Enrichr Queries,0.03063"
"SOX9","-1.464107520942123042","-1.464107520942123042","1.464107520942123042","Repressed","112","viper","112","1.464107520942123042",NA,NA,"5","Literature--ChIP-seq(rank=8); Enrichr--Queries(rank=28); ReMap--ChIP-seq(rank=110); ARCHS4--Coexpression(rank=294); GTEx--Coexpression(rank=423)","88","0.01994000000000000","Enrichr Queries,0.01994"
"NANOG","1.461382114875956706","1.461382114875956706","1.461382114875956706","Activated","113","viper","113","1.461382114875956706",NA,NA,"6","Literature--ChIP-seq(rank=42); ENCODE--ChIP-seq(rank=51); ReMap--ChIP-seq(rank=53); Enrichr--Queries(rank=429); GTEx--Coexpression(rank=474); ARCHS4--Coexpression(rank=672)","599","0.17849999999999999","ReMap ChIP-seq,0.1785"
"TCF7","1.447337742764803314","1.447337742764803314","1.447337742764803314","Activated","114","viper","114","1.447337742764803314",NA,NA,"5","Literature--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=195); Enrichr--Queries(rank=342); ARCHS4--Coexpression(rank=666); GTEx--Coexpression(rank=758)","761","0.24360000000000001","Enrichr Queries,0.2436"
"SMAD1","-1.429428273251405868","-1.429428273251405868","1.429428273251405868","Repressed","115","viper","115","1.429428273251405868",NA,NA,"5","Literature--ChIP-seq(rank=74); ReMap--ChIP-seq(rank=129); Enrichr--Queries(rank=328); ARCHS4--Coexpression(rank=1320); GTEx--Coexpression(rank=1389)","731","0.23360000000000000","Enrichr Queries,0.2336"
"KLF5","1.426964103636936043","1.426964103636936043","1.426964103636936043","Activated","116","viper","116","1.426964103636936043",NA,NA,"5","GTEx--Coexpression(rank=7); ARCHS4--Coexpression(rank=9); ReMap--ChIP-seq(rank=18); Enrichr--Queries(rank=29); Literature--ChIP-seq(rank=56)","20","0.00435600000000000","GTEx Coexpression,0.004356"
"EOMES","1.424726374607828028","1.424726374607828028","1.424726374607828028","Activated","117","viper","117","1.424726374607828028",NA,NA,"5","Literature--ChIP-seq(rank=83); ReMap--ChIP-seq(rank=119); Enrichr--Queries(rank=415); ARCHS4--Coexpression(rank=490); GTEx--Coexpression(rank=978)","885","0.29559999999999992","Enrichr Queries,0.2956"
"STAT3","1.401204257508737117","1.401204257508737117","1.401204257508737117","Activated","118","viper","118","1.401204257508737117",NA,NA,"6","ENCODE--ChIP-seq(rank=15); Literature--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=108); GTEx--Coexpression(rank=511); Enrichr--Queries(rank=622); ARCHS4--Coexpression(rank=801)","454","0.12709999999999999","ENCODE ChIP-seq,0.1271"
"JUND","1.374591373036690323","1.374591373036690323","1.374591373036690323","Activated","119","viper","119","1.374591373036690323",NA,NA,"6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=97); ReMap--ChIP-seq(rank=124); ARCHS4--Coexpression(rank=387); Enrichr--Queries(rank=940); GTEx--Coexpression(rank=1248)","37","0.00847500000000000","ENCODE ChIP-seq,0.008475"
"POU2F1","1.340883909790040684","1.340883909790040684","1.340883909790040684","Activated","120","viper","120","1.340883909790040684",NA,NA,"4","ReMap--ChIP-seq(rank=287); GTEx--Coexpression(rank=598); ARCHS4--Coexpression(rank=639); Enrichr--Queries(rank=1199)","1023","0.37209999999999999","GTEx Coexpression,0.3721"
"HNF1B","-1.328920217235771695","-1.328920217235771695","1.328920217235771695","Repressed","121","viper","121","1.328920217235771695",NA,NA,"3","ReMap--ChIP-seq(rank=33); Enrichr--Queries(rank=93); ARCHS4--Coexpression(rank=103)","248","0.06327000000000001","ARCHS4 Coexpression,0.06327"
"NFKB1","1.321714158848324772","1.321714158848324772","1.321714158848324772","Activated","122","viper","122","1.321714158848324772",NA,NA,"4","ReMap--ChIP-seq(rank=141); ARCHS4--Coexpression(rank=378); Enrichr--Queries(rank=432); GTEx--Coexpression(rank=1213)","727","0.23219999999999999","ARCHS4 Coexpression,0.2322"
"PRDM1","-1.320819856391507008","-1.320819856391507008","1.320819856391507008","Repressed","123","viper","123","1.320819856391507008",NA,NA,"5","ENCODE--ChIP-seq(rank=36); GTEx--Coexpression(rank=39); ReMap--ChIP-seq(rank=85); Enrichr--Queries(rank=142); ARCHS4--Coexpression(rank=747)","105","0.02427000000000000","GTEx Coexpression,0.02427"
"PPARA","1.317353290716548608","1.317353290716548608","1.317353290716548608","Activated","124","viper","124","1.317353290716548608",NA,NA,"3","Enrichr--Queries(rank=487); ARCHS4--Coexpression(rank=719); GTEx--Coexpression(rank=1246)","968","0.34689999999999999","Enrichr Queries,0.3469"
"ZKSCAN1","1.312618716842193445","1.312618716842193445","1.312618716842193445","Activated","125","viper","125","1.312618716842193445",NA,NA,"5","ReMap--ChIP-seq(rank=55); ENCODE--ChIP-seq(rank=59); GTEx--Coexpression(rank=605); ARCHS4--Coexpression(rank=734); Enrichr--Queries(rank=1279)","614","0.18520000000000000","ReMap ChIP-seq,0.1852"
"SPIB","1.301615961264845245","1.301615961264845245","1.301615961264845245","Activated","126","viper","126","1.301615961264845245",NA,NA,"4","ReMap--ChIP-seq(rank=209); ARCHS4--Coexpression(rank=386); GTEx--Coexpression(rank=515); Enrichr--Queries(rank=996)","742","0.23710000000000001","ARCHS4 Coexpression,0.2371"
"ELF5","-1.300354958351324974","-1.300354958351324974","1.300354958351324974","Repressed","127","viper","127","1.300354958351324974",NA,NA,"5","Literature--ChIP-seq(rank=130); ReMap--ChIP-seq(rank=183); Enrichr--Queries(rank=272); GTEx--Coexpression(rank=288); ARCHS4--Coexpression(rank=321)","600","0.17920000000000000","GTEx Coexpression,0.1792"
"STAT5B","1.295554319152461886","1.295554319152461886","1.295554319152461886","Activated","128","viper","128","1.295554319152461886",NA,NA,"4","ReMap--ChIP-seq(rank=218); ARCHS4--Coexpression(rank=560); Enrichr--Queries(rank=880); GTEx--Coexpression(rank=1137)","962","0.34399999999999992","ARCHS4 Coexpression,0.344"
"MAF","1.292322293686176460","1.292322293686176460","1.292322293686176460","Activated","129","viper","129","1.292322293686176460",NA,NA,"4","Enrichr--Queries(rank=119); ReMap--ChIP-seq(rank=190); GTEx--Coexpression(rank=276); ARCHS4--Coexpression(rank=505)","325","0.08476000000000000","Enrichr Queries,0.08476"
"STAT1","1.288247288050675898","1.288247288050675898","1.288247288050675898","Activated","130","viper","130","1.288247288050675898",NA,NA,"6","ENCODE--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=125); Literature--ChIP-seq(rank=140); ARCHS4--Coexpression(rank=317); Enrichr--Queries(rank=478); GTEx--Coexpression(rank=703)","637","0.19470000000000001","ARCHS4 Coexpression,0.1947"
"KLF3","-1.274185977171589101","-1.274185977171589101","1.274185977171589101","Repressed","131","viper","131","1.274185977171589101",NA,NA,"4","GTEx--Coexpression(rank=55); ReMap--ChIP-seq(rank=265); Enrichr--Queries(rank=535); ARCHS4--Coexpression(rank=669)","145","0.03423000000000000","GTEx Coexpression,0.03423"
"TEAD2","1.273006342840178995","1.273006342840178995","1.273006342840178995","Activated","132","viper","132","1.273006342840178995",NA,NA,"4","Enrichr--Queries(rank=148); ReMap--ChIP-seq(rank=269); ARCHS4--Coexpression(rank=309); GTEx--Coexpression(rank=363)","386","0.10539999999999999","Enrichr Queries,0.1054"
"TGIF2","-1.272958916727916723","-1.272958916727916723","1.272958916727916723","Repressed","133","viper","133","1.272958916727916723",NA,NA,"4","ReMap--ChIP-seq(rank=101); Enrichr--Queries(rank=136); ARCHS4--Coexpression(rank=311); GTEx--Coexpression(rank=983)","361","0.09687000000000000","Enrichr Queries,0.09687"
"STAT4","1.271049911250817344","1.271049911250817344","1.271049911250817344","Activated","134","viper","134","1.271049911250817344",NA,NA,"4","Literature--ChIP-seq(rank=147); Enrichr--Queries(rank=766); ARCHS4--Coexpression(rank=981); GTEx--Coexpression(rank=1046)","1313","0.54559999999999997","Enrichr Queries,0.5456"
"SP4","1.261125290159198498","1.261125290159198498","1.261125290159198498","Activated","135","viper","135","1.261125290159198498",NA,NA,"5","ENCODE--ChIP-seq(rank=118); ReMap--ChIP-seq(rank=150); Enrichr--Queries(rank=976); ARCHS4--Coexpression(rank=1035); GTEx--Coexpression(rank=1433)","1244","0.50509999999999999","ReMap ChIP-seq,0.5051"
"RARA","-1.259119828990324264","-1.259119828990324264","1.259119828990324264","Repressed","136","viper","136","1.259119828990324264",NA,NA,"5","Literature--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=112); Enrichr--Queries(rank=301); ARCHS4--Coexpression(rank=735); GTEx--Coexpression(rank=1128)","688","0.21440000000000001","Enrichr Queries,0.2144"
"TCF7L2","1.254642696142646674","1.254642696142646674","1.254642696142646674","Activated","137","viper","137","1.254642696142646674",NA,NA,"6","ReMap--ChIP-seq(rank=4); ENCODE--ChIP-seq(rank=19); Literature--ChIP-seq(rank=80); GTEx--Coexpression(rank=188); Enrichr--Queries(rank=382); ARCHS4--Coexpression(rank=709)","57","0.01347000000000000","ReMap ChIP-seq,0.01347"
"TAL1","1.249894596482163722","1.249894596482163722","1.249894596482163722","Activated","138","viper","138","1.249894596482163722",NA,NA,"6","ENCODE--ChIP-seq(rank=39); Literature--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=246); ARCHS4--Coexpression(rank=562); Enrichr--Queries(rank=599); GTEx--Coexpression(rank=612)","942","0.33050000000000002","ENCODE ChIP-seq,0.3305"
"CREM","1.248563839711368750","1.248563839711368750","1.248563839711368750","Activated","139","viper","139","1.248563839711368750",NA,NA,"5","ReMap--ChIP-seq(rank=146); Literature--ChIP-seq(rank=161); Enrichr--Queries(rank=324); ARCHS4--Coexpression(rank=1296); GTEx--Coexpression(rank=1349)","724","0.23080000000000001","Enrichr Queries,0.2308"
"STAT6","1.231483884237947413","1.231483884237947413","1.231483884237947413","Activated","140","viper","140","1.231483884237947413",NA,NA,"4","Literature--ChIP-seq(rank=79); Enrichr--Queries(rank=568); ARCHS4--Coexpression(rank=619); GTEx--Coexpression(rank=886)","1042","0.38019999999999998","ARCHS4 Coexpression,0.3802"
"NR5A2","-1.226809437652458978","-1.226809437652458978","1.226809437652458978","Repressed","141","viper","141","1.226809437652458978",NA,NA,"4","Enrichr--Queries(rank=47); ReMap--ChIP-seq(rank=202); ARCHS4--Coexpression(rank=676); GTEx--Coexpression(rank=963)","140","0.03348000000000000","Enrichr Queries,0.03348"
"FOXO1","-1.214614312104320692","-1.214614312104320692","1.214614312104320692","Repressed","142","viper","142","1.214614312104320692",NA,NA,"5","Literature--ChIP-seq(rank=72); ReMap--ChIP-seq(rank=211); Enrichr--Queries(rank=224); GTEx--Coexpression(rank=355); ARCHS4--Coexpression(rank=509)","543","0.15950000000000000","Enrichr Queries,0.1595"
"TBX21","1.210111346445424951","1.210111346445424951","1.210111346445424951","Activated","143","viper","143","1.210111346445424951",NA,NA,"4","ReMap--ChIP-seq(rank=207); ARCHS4--Coexpression(rank=511); GTEx--Coexpression(rank=1043); Enrichr--Queries(rank=1061)","918","0.31390000000000001","ARCHS4 Coexpression,0.3139"
"FOSL1","-1.203277363799913457","-1.203277363799913457","1.203277363799913457","Repressed","144","viper","144","1.203277363799913457",NA,NA,"5","ENCODE--ChIP-seq(rank=4); Enrichr--Queries(rank=41); ReMap--ChIP-seq(rank=57); ARCHS4--Coexpression(rank=148); GTEx--Coexpression(rank=805)","125","0.02920000000000000","Enrichr Queries,0.0292"
"MEIS1","1.174434406722003166","1.174434406722003166","1.174434406722003166","Activated","145","viper","145","1.174434406722003166",NA,NA,"5","Literature--ChIP-seq(rank=62); GTEx--Coexpression(rank=120); Enrichr--Queries(rank=209); ReMap--ChIP-seq(rank=254); ARCHS4--Coexpression(rank=902)","287","0.07467000000000000","GTEx Coexpression,0.07467"
"GATA2","1.139271120639425705","1.139271120639425705","1.139271120639425705","Activated","146","viper","146","1.139271120639425705",NA,NA,"6","ENCODE--ChIP-seq(rank=8); Literature--ChIP-seq(rank=44); Enrichr--Queries(rank=89); ReMap--ChIP-seq(rank=243); GTEx--Coexpression(rank=523); ARCHS4--Coexpression(rank=723)","249","0.06339000000000000","Enrichr Queries,0.06339"
"USF2","1.127589399006128534","1.127589399006128534","1.127589399006128534","Activated","147","viper","147","1.127589399006128534",NA,NA,"5","ENCODE--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=118); GTEx--Coexpression(rank=463); ARCHS4--Coexpression(rank=1017); Enrichr--Queries(rank=1019)","865","0.28810000000000002","GTEx Coexpression,0.2881"
"ZBTB33","-1.122267851119163273","-1.122267851119163273","1.122267851119163273","Repressed","148","viper","148","1.122267851119163273",NA,NA,"5","ENCODE--ChIP-seq(rank=105); ReMap--ChIP-seq(rank=170); GTEx--Coexpression(rank=265); Enrichr--Queries(rank=1240); ARCHS4--Coexpression(rank=1268)","561","0.16489999999999999","GTEx Coexpression,0.1649"
"NCOA1","1.119650163112427821","1.119650163112427821","1.119650163112427821","Activated","149","viper","149","1.119650163112427821",NA,NA,"4","ReMap--ChIP-seq(rank=259); ARCHS4--Coexpression(rank=431); GTEx--Coexpression(rank=1005); Enrichr--Queries(rank=1107)","815","0.26469999999999999","ARCHS4 Coexpression,0.2647"
"ATF6","-1.115147013443773538","-1.115147013443773538","1.115147013443773538","Repressed","150","viper","150","1.115147013443773538",NA,NA,"3","ARCHS4--Coexpression(rank=845); Enrichr--Queries(rank=923); GTEx--Coexpression(rank=1116)","1262","0.51900000000000002","ARCHS4 Coexpression,0.519"
"PDX1","1.114603622267521077","1.114603622267521077","1.114603622267521077","Activated","151","viper","151","1.114603622267521077",NA,NA,"5","ARCHS4--Coexpression(rank=152); Literature--ChIP-seq(rank=154); ReMap--ChIP-seq(rank=164); Enrichr--Queries(rank=928); GTEx--Coexpression(rank=968)","350","0.09336999999999999","ARCHS4 Coexpression,0.09337"
"ZNF740","1.112084850094430255","1.112084850094430255","1.112084850094430255","Activated","152","viper","152","1.112084850094430255",NA,NA,"4","ReMap--ChIP-seq(rank=167); GTEx--Coexpression(rank=1077); Enrichr--Queries(rank=1084); ARCHS4--Coexpression(rank=1543)","1336","0.56230000000000002","ReMap ChIP-seq,0.5623"
"NFATC1","1.094010856774991769","1.094010856774991769","1.094010856774991769","Activated","153","viper","153","1.094010856774991769",NA,NA,"5","ENCODE--ChIP-seq(rank=115); Enrichr--Queries(rank=172); ReMap--ChIP-seq(rank=292); GTEx--Coexpression(rank=644); ARCHS4--Coexpression(rank=745)","435","0.12250000000000000","Enrichr Queries,0.1225"
"ESR1","1.052957811605640392","1.052957811605640392","1.052957811605640392","Activated","154","viper","154","1.052957811605640392",NA,NA,"6","ENCODE--ChIP-seq(rank=10); Literature--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=80); ARCHS4--Coexpression(rank=136); GTEx--Coexpression(rank=371); Enrichr--Queries(rank=486)","322","0.08354000000000000","ARCHS4 Coexpression,0.08354"
"CREB1","1.033088583284442308","1.033088583284442308","1.033088583284442308","Activated","155","viper","155","1.033088583284442308",NA,NA,"6","ENCODE--ChIP-seq(rank=106); Literature--ChIP-seq(rank=136); ReMap--ChIP-seq(rank=142); Enrichr--Queries(rank=1189); ARCHS4--Coexpression(rank=1363); GTEx--Coexpression(rank=1449)","1196","0.47810000000000002","ReMap ChIP-seq,0.4781"
"GATA1","-1.022551979302465108","-1.022551979302465108","1.022551979302465108","Repressed","156","viper","156","1.022551979302465108",NA,NA,"6","Literature--ChIP-seq(rank=25); ENCODE--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=262); ARCHS4--Coexpression(rank=686); Enrichr--Queries(rank=716); GTEx--Coexpression(rank=1332)","527","0.15240000000000001","Literature ChIP-seq,0.1524"
"ZEB1","1.008978708801240520","1.008978708801240520","1.008978708801240520","Activated","157","viper","157","1.008978708801240520",NA,NA,"5","ENCODE--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=74); Enrichr--Queries(rank=85); GTEx--Coexpression(rank=94); ARCHS4--Coexpression(rank=341)","236","0.05849000000000000","GTEx Coexpression,0.05849"
